llevel,mlevel,minorMasterId,playerName,playerNameRoute,UPURL,UPID,positionDB,playerTeamId,RPM,Vel,cRisk,cETA,cFV,cWeight,cHeight,cRank,cOVR,cORG,cTrend,cDraftSchool,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,SPL,CT,CMD,cSeason,playerPageSortOrder,cCollegeCommit,ID,RowID,FirstName,LastName,Position,Age,Team,Season,Type,PlayerId,DraftRank,ProjTeam,Ovr_Rank,Org_Rank,FV_Current,Risk_Current,ETA_Current,Draft,CollegeCommit,Height,Weight,Bats,Throws,School,Summary,YouTube,pHit,fHit,pGame,fGame,pRaw,fRaw,pSpd,fSpd,pFld,fFld,pArm,fArm,pFB,fFB,pSL,fSL,pCB,fCB,pSPL,fSPL,pCMD,fCMD,bRPM,fRPM,Range,Touch,Variance,options,servicetime,pCH,fCH,pCT,fCT
,AAA,sa875849,Dalton Sawyer,Dalton Sawyer,/players/dalton-sawyer/sa875849/stats/pitching,sa875849,P,-1.0,,,,2019,40,210,"6' 5""",,,20,,Minnesota,,,,,,,45 / 45,,50 / 50,55 / 60,,,45 / 55,2018,0,,17270,20,Dalton,Sawyer,LHP,24,OAK,2018,2018 Report,sa875849,0,,0,20,40,0,2019,9th rd 2016,,77,210,L,L,Minnesota,,BjwR7ALUOBo,,,,,,,,,,,,,45.0,45.0,,,50.0,50.0,,,45.0,55.0,0,0,,0,,R5,,55.0,60.0,,
,MLB,sa548119,Reymin Guduan,Reymin Guduan,/players/reymin-guduan/13058/stats/pitching,13058,P,-1.0,,,,2018,40,205,"6' 4""",,,20,,Dominican Republic,,,,,,,60 / 60,55 / 55,,,,,40 / 40,2018,0,,17542,20,Reymin,Guduan,LHP,25,HOU,2018,2018 Report,13058,0,,0,20,40,0,2018,J2 2009,,76,205,L,L,Dominican Republic,,,,,,,,,,,,,,,60.0,60.0,55.0,55.0,,,,,40.0,40.0,0,0,,0,,0,0.104,,,,
AAA,AAA,sa3004006,Robinson Ortiz,Robinson Ortiz,/players/robinson-ortiz/sa3004006/stats/pitching,sa3004006,P,11.0,,,,2023,40,180,"6' 0""",,,20,,Dominican Republic,,,,,,,45 / 50,,45 / 55,40 / 55,,,40 / 55,2018,0,,17569,20,Robinson,Ortiz,LHP,18,LAD,2018,2018 Report,sa3004006,0,,0,20,40,0,2023,J2 2016,,72,180,L,L,Dominican Republic,,LVLtXxDsi9A,,,,,,,,,,,,,45.0,50.0,,,45.0,55.0,,,40.0,55.0,0,0,,0,,3,0.000,40.0,55.0,,
,AA,sa830204,Jomar Reyes,Jomar Reyes,/players/jomar-reyes/sa830204/stats/batting,sa830204,3B,-1.0,,,,2020,40,220,"6' 3""",,,20,,Dominican Republic,20 / 40,30 / 55,60 / 70,40 / 30,30 / 40,70 / 70,,,,,,,,2018,0,,17079,20,Jomar,Reyes,3B,21,BAL,2018,2018 Report,sa830204,0,,0,20,40,0,2020,J2 2013,,75,220,R,R,Dominican Republic,,,20.0,40.0,30.0,55.0,60.0,70.0,40.0,30.0,30.0,40.0,70.0,70.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,AAA,sa828685,Jake Gatewood,Jake Gatewood,/players/henry-gatewood/sa828685/stats/batting,sa828685,1B/3B,-1.0,,,,2020,40,215,"6' 5""",,,20,,Clovis HS (CA),20 / 30,30 / 50,70 / 80,40 / 30,45 / 55,55 / 55,,,,,,,,2018,0,,17592,20,Jake,Gatewood,1B,22,MIL,2018,2018 Report,sa828685,0,,0,20,40,0,2020,1st rd 2014,,77,215,R,R,Clovis HS (CA),,BaX6P5itaxI,20.0,30.0,30.0,50.0,70.0,80.0,40.0,30.0,45.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AAA,MLB,sa827368,Jose Trevino,Jose Trevino,/players/jose-trevino/16725/stats/batting,16725,C,18.0,,,,2018,40,195,"5' 10""",,,20,,Oral Roberts,40 / 50,20 / 30,45 / 45,30 / 30,50 / 55,55 / 55,,,,,,,,2018,0,,17340,20,Jose,Trevino,C,25,TEX,2018,2018 Report,16725,0,,0,20,40,0,2018,6th rd 2014,,70,195,R,R,Oral Roberts,,,40.0,50.0,20.0,30.0,45.0,45.0,30.0,30.0,50.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,n/a,6.063,,,,
AAA,MLB,sa3004501,Hagen Danner,Hagen Danner,/players/hagen-danner/22116/stats/pitching,22116,P,18.0,,,,2023,40,185,"6' 2""",,,20,,Huntington Beach HS (CA),20 / 40,30 / 50,55 / 60,50 / 40,40 / 50,60 / 60,,,,,,,,2018,0,,17367,20,Hagen,Danner,C,19,TOR,2018,2018 Report,22116,0,,0,20,40,0,2023,2nd rd 2017,,74,185,R,R,Huntington Beach HS (CA),,zOSvxofwJBY,20.0,40.0,30.0,50.0,55.0,60.0,50.0,40.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,,0,0.052,,,,
,AAA,sa828687,Spencer Adams,Spencer Adams,/players/spencer-adams/sa828687/stats/pitching,sa828687,P,-1.0,,,,2019,40,170,"6' 3""",,,20,,White County HS (GA),,,,,,,50 / 50,50 / 55,,45 / 50,,,45 / 55,2018,0,,17118,20,Spencer,Adams,RHP,21,CHW,2018,2018 Report,sa828687,0,,0,20,40,0,2019,2nd rd 2014,,75,170,R,R,White County HS (GA),,SNXhcruPtfQ,,,,,,,,,,,,,50.0,50.0,50.0,55.0,,,,,45.0,55.0,0,0,,0,,R5,,45.0,50.0,,
,MLB,sa737897,James Sherfy,Jimmie Sherfy,/players/jimmie-sherfy/15118/stats/pitching,15118,P,-1.0,,,,2018,40,175,"6' 0""",,,20,,Oregon,,,,,,,55 / 55,55 / 55,,,,,40 / 40,2018,0,,17389,20,Jimmie,Sherfy,RHP,26,ARI,2018,2018 Report,15118,0,,0,20,40,0,2018,10th rd 2013,,72,175,R,R,Oregon,,,,,,,,,,,,,,,55.0,55.0,55.0,55.0,,,,,40.0,40.0,0,0,,0,,0,1.060,,,,
,AAA,sa828246,Jose Taveras,Jose Taveras,/players/jos-taveras/sa828246/stats/pitching,sa828246,P,-1.0,,,,2018,40,210,"6' 4""",,,20,,Dominican Republic,,,,,,,50 / 50,45 / 45,,55 / 60,,,50 / 55,2018,0,,17654,20,Jose,Taveras,RHP,24,PHI,2018,2018 Report,sa828246,0,,0,20,40,0,2018,J2 2013,,76,210,R,R,Dominican Republic,,,,,,,,,,,,,,,50.0,50.0,45.0,45.0,,,,,50.0,55.0,0,0,,0,,3,0.000,55.0,60.0,,
,AA,sa913305,Logan Ice,Logan Ice,/players/logan-ice/sa913305/stats/batting,sa913305,C,-2.0,,,,2021,40,195,"5' 10""",,,20,,Oregon State,35 / 55,30 / 45,50 / 50,30 / 30,45 / 50,50 / 50,,,,,,,,2018,0,,17143,20,Logan,Ice,C,22,CLE,2018,2018 Report,sa913305,0,,0,20,40,0,2021,2nd rd 2016,,70,195,S,R,Oregon State,,YB29dANPeAY,35.0,55.0,30.0,45.0,50.0,50.0,30.0,30.0,45.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AAA,AAA,sa829268,Drew Lugbauer,Drew Lugbauer,/players/drew-lugbauer/sa829268/stats/batting,sa829268,1B,,,,,2020,40,220,"6' 3""",,,21,,Michigan,20 / 45,30 / 55,60 / 60,35 / 30,35 / 45,55 / 55,,,,,,,,2018,0,,17413,21,Drew,Lugbauer,C,21,ATL,2018,2018 Report,sa829268,0,,0,21,40,0,2020,11th rd 2017,,75,220,L,R,Michigan,,,20.0,45.0,30.0,55.0,60.0,60.0,35.0,30.0,35.0,45.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,A+,sa918552,Reynaldo Rivera,Reynaldo Rivera,/players/reynaldo-rivera/sa918552/stats/batting,sa918552,1B,-1.0,,,,2022,40,250,"6' 6""",,,21,,Chipola JC (FL),20 / 40,30 / 55,70 / 70,40 / 30,40 / 45,50 / 50,,,,,,,,2018,0,,17166,21,Reynaldo,Rivera,1B,20,DET,2018,2018 Report,sa918552,0,,0,21,40,0,2022,2nd rd 2017,,78,250,L,R,Chipola JC (FL),,,20.0,40.0,30.0,55.0,70.0,70.0,40.0,30.0,40.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AAA,AAA,sa917950,Travis MacGregor,Travis MacGregor,/players/travis-macgregor/sa917950/stats/pitching,sa917950,P,9.0,,,,2021,40,180,"6' 3""",,,21,,East Lake HS (FL),,,,,,,45 / 55,,40 / 45,45 / 55,,,40 / 50,2018,0,,17681,21,Travis,MacGregor,RHP,20,PIT,2018,2018 Report,sa917950,0,,0,21,40,0,2021,2nd rd 2016,,75,180,R,R,East Lake HS (FL),,,,,,,,,,,,,,,45.0,55.0,,,40.0,45.0,,,40.0,50.0,0,0,,0,,R5,,45.0,55.0,,
MLB,MLB,sa874984,Bryan Hudson,Bryan Hudson,/players/bryan-hudson/19924/stats/pitching,19924,P,4.0,,,,2022,40,220,"6' 8""",,,21,,Alton HS (IL),,,,,,,45 / 50,,45 / 55,40 / 45,,,30 / 45,2018,0,,17445,21,Bryan,Hudson,LHP,20,CHC,2018,2018 Report,19924,0,,0,21,40,0,2022,3rd rd 2015,,80,220,L,L,Alton HS (IL),,,,,,,,,,,,,,,45.0,50.0,,,45.0,55.0,,,30.0,45.0,0,0,,0,,0,1.070,40.0,45.0,,
,MLB,sa738396,Heath Fillmyer,Heath Fillmyer,/players/heath-fillmyer/17466/stats/pitching,17466,P,-1.0,,,,2019,40,180,"6' 1""",,,21,,Mercer County JC (NJ),,,,,,,50 / 50,50 / 55,55 / 60,45 / 50,,,40 / 45,2018,0,,17190,21,Heath,Fillmyer,RHP,23,KCR,2018,2018 Report,17466,0,,0,21,40,0,2019,5th rd 2014,,73,180,R,R,Mercer County JC (NJ),,,,,,,,,,,,,,,50.0,50.0,50.0,55.0,55.0,60.0,,,40.0,45.0,0,0,,0,,1,0.155,45.0,50.0,,
,AAA,sa917935,Delvin Perez,Delvin Perez,/players/delvin-prez/sa917935/stats/batting,sa917935,SS,-1.0,,,,2021,40,170,"6' 3""",,,21,,Int'l Baseball Academy HS (PR),20 / 40,20 / 30,30 / 40,60 / 60,40 / 55,60 / 60,,,,,,,,2018,0,,17709,21,Delvin,Perez,SS,18,STL,2018,2018 Report,sa917935,0,,0,21,40,0,2021,1st rd 2016,,75,170,R,R,Int'l Baseball Academy HS (PR),,zoyhWdJpeQU,20.0,40.0,20.0,30.0,30.0,40.0,60.0,60.0,40.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,AAA,sa922180,Alfredo Rodriguez,Alfredo Rodriguez,/players/alfredo-rodriguez/sa922180/stats/batting,sa922180,SS,-1.0,,,,2019,40,190,"6' 0""",,,21,,Cuba,30 / 40,20 / 30,40 / 40,50 / 50,50 / 50,55 / 55,,,,,,,,2018,0,,17467,21,Alfredo,Rodriguez,SS,23,CIN,2018,2018 Report,sa922180,0,,0,21,40,0,2019,J2 2016,,72,190,R,R,Cuba,,VVWuMkvxwiA,30.0,40.0,20.0,30.0,40.0,40.0,50.0,50.0,50.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,A+,sa3005243,Landon Leach,Landon Leach,/players/landon-leach/sa3005243/stats/pitching,sa3005243,P,-1.0,,,,2023,40,220,"6' 4""",,,21,,Pickering HS (CAN),,,,,,,50 / 60,40 / 50,,40 / 50,,,40 / 50,2018,0,,17214,21,Landon,Leach,RHP,18,MIN,2018,2018 Report,sa3005243,0,,0,21,40,0,2023,2nd rd 2017,,76,220,R,R,Pickering HS (CAN),,,,,,,,,,,,,,,50.0,60.0,40.0,50.0,,,,,40.0,50.0,0,0,,0,,R5,,40.0,50.0,,
MLB,MLB,sa657984,Walker Lockett,Walker Lockett,/players/walker-lockett/13804/stats/pitching,13804,P,,,,,2018,40,225,"6' 5""",,,21,,Providence HS (FL),,,,,,,60 / 60,,50 / 55,50 / 55,,,,2018,0,,17732,21,Walter,Lockett,RHP,23,SDP,2018,2018 Report,13804,0,,0,21,40,0,2018,4th rd 2012,,77,225,R,R,Providence HS (FL),,,,,,,,,,,,,,,60.0,60.0,,,50.0,55.0,,,,,0,0,,0,,0,1.066,50.0,55.0,,
,MLB,sa657946,Tom Murphy,Tom Murphy,/players/tom-murphy/13499/stats/batting,13499,C,-1.0,,,,2018,40,220,"6' 1""",,,21,,Buffalo,40 / 40,45 / 45,60 / 60,30 / 30,40 / 40,40 / 40,,,,,,,,2018,0,,17492,21,Tom,Murphy,1B,27,COL,2018,2018 Report,13499,0,,0,21,40,0,2018,3rd rd 2012,,73,220,R,R,Buffalo,,,40.0,40.0,45.0,45.0,60.0,60.0,30.0,30.0,40.0,40.0,40.0,40.0,,,,,,,,,,,0,0,,0,,n/a,8.092,,,,
,A,sa917988,Nolan Martinez,Nolan Martinez,/players/nolan-martinez/sa917988/stats/pitching,sa917988,P,-1.0,,,,2022,40,165,"6' 2""",,,21,,Culver City HS (CA),,,,,,,50 / 55,,50 / 55,40 / 50,,,40 / 50,2018,0,,17244,21,Nolan,Martinez,RHP,19,NYY,2018,2018 Report,sa917988,0,,0,21,40,0,2022,3rd rd 2016,,74,165,R,R,Culver City HS (CA),,,,,,,,,,,,,,,50.0,55.0,,,50.0,55.0,,,40.0,50.0,0,0,,0,,R5,,40.0,50.0,,
AAA,MLB,sa737833,Garrett Cooper,Garrett Cooper,/players/garrett-cooper/15279/stats/batting,15279,1B/DH,-1.0,,,,2018,40,230,"6' 6""",,,21,,Auburn,50 / 55,45 / 55,60 / 60,30 / 30,45 / 45,50 / 50,,,,,,,,2018,0,,17514,21,Garrett,Cooper,1B,27,MIA,2018,2018 Report,15279,0,,0,21,40,0,2018,6th rd 2013,,78,230,R,R,Auburn,,,50.0,55.0,45.0,55.0,60.0,60.0,30.0,30.0,45.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,,n/a,6.131,,,,
,AAA,sa873314,Melvin Adon,Melvin Adon,/players/melvin-adn/sa873314/stats/pitching,sa873314,P,-1.0,,,,2020,40,235,"6' 3""",,,21,,Dominican Republic,,,,,,,70 / 70,45 / 50,,45 / 50,,,30 / 40,2018,0,,17775,21,Melvin,Adon,RHP,23,SFG,2018,2018 Report,sa873314,0,,0,21,40,0,2020,J2 2014,,75,235,R,R,Dominican Republic,,6ghLcOh-UlI,,,,,,,,,,,,,70.0,70.0,45.0,50.0,,,,,30.0,40.0,0,0,,0,,1,0.000,45.0,50.0,,
AAA,AAA,sa874212,Nolan Blackwood,Nolan Blackwood,/players/nolan-blackwood/sa874212/stats/pitching,sa874212,P,,,,,2019,40,185,"6' 5""",,,21,,Memphis,,,,,,,50 / 50,45 / 45,,50 / 55,,,45 / 50,2018,0,,17271,21,Nolan,Blackwood,RHP,22,OAK,2018,2018 Report,sa874212,0,,0,21,40,0,2019,14th rd 2016,,77,185,R,R,Memphis,,,,,,,,,,,,,,,50.0,50.0,45.0,45.0,,,,,45.0,50.0,0,0,,0,,R5,,50.0,55.0,,
,MLB,sa829001,Dean Deetz,Dean Deetz,/players/dean-deetz/16687/stats/pitching,16687,P,-1.0,,,,2018,40,195,"6' 1""",,,21,,NE Oklahoma A&M JC,,,,,,,60 / 60,,60 / 60,40 / 45,,,45 / 45,2018,0,,17543,21,Dean,Deetz,RHP,24,HOU,2018,2018 Report,16687,0,,0,21,40,0,2018,11th rd 2014,,73,195,R,R,NE Oklahoma A&M JC,,,,,,,,,,,,,,,60.0,60.0,,,60.0,60.0,,,45.0,45.0,0,0,,0,,1,0.027,40.0,45.0,,
AAA,MLB,sa872839,Diego Castillo,Diego Castillo,/players/diego-castillo/19906/stats/batting,19906,2B/SS,13.0,,,,2018,40,240,"6' 3""",,,21,,Dominican Republic,,,,,,,70 / 70,55 / 55,,40 / 45,,,40 / 45,2018,0,,17307,21,Diego,Castillo,RHP,24,TBR,2018,2018 Report,19906,0,,0,21,40,0,2018,J2 2013,,75,240,R,R,Dominican Republic,,,,,,,,,,,,,,,70.0,70.0,55.0,55.0,,,,,40.0,45.0,0,0,,0,,1,0.153,40.0,45.0,,
,MLB,sa546472,Breyvic Valera,Breyvic Valera,/players/breyvic-valera/12758/stats/batting,12758,2B/3B,-1.0,,,,2018,40,180,"5' 11""",,,21,,Venezuela,55 / 55,30 / 30,40 / 40,40 / 40,50 / 50,50 / 50,,,,,,,,2018,0,,17570,21,Breyvic,Valera,SS,26,LAD,2018,2018 Report,12758,0,,0,21,40,0,2018,J2 2009,,71,180,S,R,Venezuela,,,55.0,55.0,30.0,30.0,40.0,40.0,40.0,40.0,50.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,0,1.114,,,,
,AAA,sa828664,Kodi Medeiros,Kodi Medeiros,/players/kodi-medeiros/sa828664/stats/pitching,sa828664,P,-1.0,,,,2019,40,180,"6' 2""",,,21,,Waiakea HS (HI),,,,,,,50 / 55,55 / 60,,40 / 45,,,40 / 45,2018,0,,17593,21,Kodi,Medeiros,LHP,21,MIL,2018,2018 Report,sa828664,0,,0,21,40,0,2019,1st rd 2014,,74,180,L,L,Waiakea HS (HI),,hGafdvhuFRw,,,,,,,,,,,,,50.0,55.0,55.0,60.0,,,,,40.0,45.0,0,0,,0,,2,0.000,40.0,45.0,,
,AAA,sa915868,Matt Whatley,Matt Whatley,/players/matthew-whatley/sa915868/stats/batting,sa915868,C,-1.0,,,,2021,40,200,"5' 10""",,,21,,Oral Roberts,20 / 30,20 / 30,40 / 45,45 / 40,50 / 60,60 / 60,,,,,,,,2018,0,,17341,21,Matt,Whatley,C,22,TEX,2018,2018 Report,sa915868,0,,0,21,40,0,2021,3rd rd 2017,,70,200,R,R,Oral Roberts,,a_dkqhQUrqo,20.0,30.0,20.0,30.0,40.0,45.0,45.0,40.0,50.0,60.0,60.0,60.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AAA,MLB,sa874174,Zach Jackson,Zach Jackson,/players/zach-jackson/19493/stats/pitching,19493,P,10.0,,,,2019,40,200,"6' 3""",,,21,,Arkansas,,,,,,,50 / 55,55 / 60,,45 / 50,,,30 / 40,2018,0,,17368,21,Zach,Jackson,RHP,23,TOR,2018,2018 Report,19493,0,,0,21,40,0,2019,3rd rd 2016,,75,200,R,R,Arkansas,,,,,,,,,,,,,,,50.0,55.0,55.0,60.0,,,,,30.0,40.0,0,0,,0,,3,2.000,45.0,50.0,,
AAA,MLB,sa737562,Tyler Danish,Tyler Danish,/players/tyler-danish/15126/stats/pitching,15126,P,,,,,2017,40,205,"6' 0""",,,21,,Durant HS (FL),,,,,,,45 / 45,50 / 55,,50 / 55,,,45 / 50,2018,0,,17119,21,Tyler,Danish,RHP,22,CHW,2018,2018 Report,15126,0,,0,21,40,0,2017,2nd rd 2013,,72,205,R,R,Durant HS (FL),,1o5ab2_lh88,,,,,,,,,,,,,45.0,45.0,50.0,55.0,,,,,45.0,50.0,0,0,,0,,0,1.037,50.0,55.0,,
MLB,MLB,sa503826,Christian Walker,Christian Walker,/players/christian-walker/13419/stats/batting,13419,1B,21.0,,,,2018,40,220,"6' 0""",,,21,,South Carolina,45 / 50,55 / 55,70 / 70,40 / 40,45 / 45,50 / 50,,,,,,,,2018,0,,17390,21,Christian,Walker,1B,27,ARI,2018,2018 Report,13419,0,,0,21,40,0,2018,4th rd 2012,,72,220,R,R,South Carolina,,,45.0,50.0,55.0,55.0,70.0,70.0,40.0,40.0,45.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,,n/a,7.124,,,,
,MLB,sa874778,Thomas Eshelman,Thomas Eshelman,/players/thomas-eshelman/18361/stats/pitching,18361,P,-1.0,,,,2018,40,210,"6' 3""",,,21,,Cal State Fullerton,,,,,,,40 / 40,,40 / 40,45 / 50,,55 / 55,60 / 70,2018,0,,17655,21,Thomas,Eshelman,RHP,23,PHI,2018,2018 Report,18361,0,,0,21,40,0,2018,2nd rd 2015,,75,210,R,R,Cal State Fullerton,,D291QeiCx6U,,,,,,,,,,,,,40.0,40.0,,,40.0,40.0,,,60.0,70.0,0,0,,0,,2,1.086,45.0,50.0,55.0,55.0
,A,sa829838,Jesse Berardi,Jesse Berardi,/players/jesse-berardi/sa829838/stats/batting,sa829838,2B/3B/SS,-1.0,,,,2021,40,185,"5' 10""",,,21,,St. John's,35 / 50,20 / 40,40 / 40,45 / 45,45 / 50,55 / 55,,,,,,,,2018,0,,17144,21,Jesse,Berardi,SS,22,CLE,2018,2018 Report,sa829838,0,,0,21,40,0,2021,10th rd 2017,,70,185,L,R,St. John's,,dmzuUoLnOYI,35.0,50.0,20.0,40.0,40.0,40.0,45.0,45.0,45.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,,,,,,
,MLB,sa737533,Travis Demeritte,Travis Demeritte,/players/travis-demeritte/15958/stats/batting,15958,OF,-1.0,,,,2019,40,178,"6' 0""",,,22,,Winder Barrow HS (GA),20 / 30,45 / 55,60 / 60,45 / 45,50 / 55,50 / 50,,,,,,,,2018,0,,17414,22,Travis,Demeritte,2B,22,ATL,2018,2018 Report,15958,0,,0,22,40,0,2019,1st rd 2013,,72,178,R,R,Winder Barrow HS (GA),,YQjbmtOH1mU,20.0,30.0,45.0,55.0,60.0,60.0,45.0,45.0,50.0,55.0,50.0,50.0,,,,,,,,,,,0,0,,0,,1,1.018,,,,
,A,sa3004277,Sam McMillan,Sam McMillan,/players/samual-mcmillan/sa3004277/stats/batting,sa3004277,C,-2.0,,,,2023,40,195,"6' 1""",,,22,,Suwanee HS (FL),20 / 50,20 / 40,45 / 50,40 / 30,40 / 50,55 / 55,,,,,,,,2018,0,,17167,22,Sam,McMillan,C,19,DET,2018,2018 Report,sa3004277,0,,0,22,40,0,2023,5th rd 2017,,73,195,R,R,Suwanee HS (FL),,,20.0,50.0,20.0,40.0,45.0,50.0,40.0,30.0,40.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,MLB,sa599297,Nick Burdi,Nick Burdi,/players/nick-burdi/16074/stats/pitching,16074,P,-2.0,,,,2018,40,220,"6' 5""",,,22,,Louisville,,,,,,,80 / 80,70 / 70,,,,,40 / 40,2018,0,,17682,22,Nick,Burdi,RHP,24,PIT,2018,2018 Report,16074,0,,0,22,40,0,2018,2nd rd 2014,,77,220,R,R,Louisville,,a4s7JnQDc9k,,,,,,,,,,,,,80.0,80.0,70.0,70.0,,,,,40.0,40.0,0,0,,0,,n/a,4.165,,,,
,AA,sa914203,Eddy Julio Martinez,Eddy Julio Martinez,/players/eddy-martinez/sa914203/stats/batting,sa914203,OF,-1.0,,,,2019,40,195,"6' 1""",,,22,,Cuba,30 / 45,30 / 40,50 / 50,50 / 50,45 / 50,60 / 60,,,,,,,,2018,0,,17446,22,Eddy Julio,Martinez,OF,22,CHC,2018,2018 Report,sa914203,0,,0,22,40,0,2019,J2 2015,,73,195,R,R,Cuba,,iYUBEpPUA-I,30.0,45.0,30.0,40.0,50.0,50.0,50.0,50.0,45.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,MLB,sa597751,Bubba Starling,Bubba Starling,/players/bubba-starling/13356/stats/batting,13356,OF,-1.0,,,,2018,40,210,"6' 4""",,,22,,Garner-Edgerton HS (KS),35 / 35,40 / 40,55 / 55,60 / 60,55 / 55,60 / 60,,,,,,,,2018,0,,17191,22,Bubba,Starling,CF,25,KCR,2018,2018 Report,13356,0,,0,22,40,0,2018,1st rd 2011,,76,210,R,R,Garner-Edgerton HS (KS),,,35.0,35.0,40.0,40.0,55.0,55.0,60.0,60.0,55.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,,0,1.147,,,,
-3,AAA,sa737568,Derian Gonzalez,Derian Gonzalez,/players/derian-gonzlez/sa737568/stats/pitching,sa737568,P,-3.0,,,,2019,40,190,"6' 3""",,,22,,Venezuela,,,,,,,50 / 55,45 / 50,,,45 / 50,,40 / 45,2018,0,,17710,22,Derian,Gonzalez,RHP,22,STL,2018,2018 Report,sa737568,0,,0,22,40,0,2019,J2 2012,,75,190,R,R,Venezuela,,,,,,,,,,,,,,,50.0,55.0,45.0,50.0,,,45.0,50.0,40.0,45.0,0,0,,0,,2,0.000,,,,
AA,AA,sa3004736,Jacob Heatherly,Jacob Heatherly,/players/jacob-heatherly/sa3004736/stats/pitching,sa3004736,P,4.0,,,,2021,40,208,"6' 2""",,,22,,Cullman HS (AL),,,,,,,45 / 45,,50 / 55,50 / 55,,,40 / 55,2018,0,,17468,22,Jacob,Heatherly,LHP,19,CIN,2018,2018 Report,sa3004736,0,,0,22,40,0,2021,3rd rd 2017,,74,208,L,L,Cullman HS (AL),,qx-Qznvt_5k,,,,,,,,,,,,,45.0,45.0,,,50.0,55.0,,,40.0,55.0,0,0,,0,,R5,,50.0,55.0,,
,MLB,sa599322,John Curtiss,John Curtiss,/players/john-curtiss/16128/stats/pitching,16128,P,-1.0,,,,2018,40,200,"6' 4""",,,22,,Texas,,,,,,,60 / 60,,55 / 60,,,,40 / 45,2018,0,,17215,22,John,Curtiss,RHP,25,MIN,2018,2018 Report,16128,0,,0,22,40,0,2018,6th rd 2014,,76,200,R,R,Texas,,,,,,,,,,,,,,,60.0,60.0,,,55.0,60.0,,,40.0,45.0,0,0,,0,,0,4.078,,,,
AAA,MLB,sa917969,Mason Thompson,Mason Thompson,/players/mason-thompson/21850/stats/pitching,21850,P,13.0,,,,2022,40,190,"6' 6""",,,22,,Round Rock HS (TX),,,,,,,50 / 60,,40 / 55,50 / 60,,,40 / 50,2018,0,,17733,22,Mason,Thompson,RHP,18,SDP,2018,2018 Report,21850,0,,0,22,40,0,2022,3rd rd 2016,,78,190,R,R,Round Rock HS (TX),,5vx6kj92i4I,,,,,,,,,,,,,50.0,60.0,,,40.0,55.0,,,40.0,50.0,0,0,,0,,0,4.022,50.0,60.0,,
,AAA,sa917068,Daniel Montano,Daniel Montano,/players/daniel-montano/sa917068/stats/batting,sa917068,OF,-1.0,,,,2022,40,175,"6' 1""",,,22,,Venezuela,20 / 50,20 / 45,40 / 55,50 / 55,40 / 50,40 / 45,,,,,,,,2018,0,,17493,22,Daniel,Montano,CF,19,COL,2018,2018 Report,sa917068,0,,0,22,40,0,2022,J2 2015,,73,175,L,R,Venezuela,,aUjJOahi6WI,20.0,50.0,20.0,45.0,40.0,55.0,50.0,55.0,40.0,50.0,40.0,45.0,,,,,,,,,,,0,0,,0,,R5,,,,,
MLB,MLB,sa454957,Kyle Higashioka,Kyle Higashioka,/players/kyle-higashioka/5517/stats/batting,5517,C,13.0,,,,2018,40,200,"6' 1""",,,22,,Edison HS (CA),45 / 50,45 / 50,55 / 55,30 / 30,45 / 50,40 / 40,,,,,,,,2018,0,,17245,22,Kyle,Higashioka,C,27,NYY,2018,2018 Report,5517,0,,0,22,40,0,2018,7th rd 2008,,73,200,R,R,Edison HS (CA),,r2_yT76PrOg,45.0,50.0,45.0,50.0,55.0,55.0,30.0,30.0,45.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,,n/a,7.005,,,,
,MLB,sa829040,Jordan Yamamoto,Jordan Yamamoto,/players/jordan-yamamoto/17585/stats/pitching,17585,P,-1.0,,,,2020,40,185,"6' 0""",,,22,,St. Louis HS (HI),,,,,,,50 / 55,,55 / 60,40 / 45,,,40 / 45,2018,0,,17515,22,Jordan,Yamamoto,RHP,21,MIA,2018,2018 Report,17585,0,,0,22,40,0,2020,12th rd 2014,,72,185,R,R,St. Louis HS (HI),,,,,,,,,,,,,,,50.0,55.0,,,55.0,60.0,,,40.0,45.0,0,0,,0,,1,1.104,40.0,45.0,,
